domain,subject,issuer,version,serial_number,not_before,not_after
kolkataff.in,CN=kolkataff.in,"CN=WE1,O=Google Trust Services,C=US",v3,174710275740402483018082036025948995506,2024-06-29 00:39:03,2024-09-27 00:39:02
kolkataff.in,"CN=WE1,O=Google Trust Services,C=US","CN=GTS Root R4,O=Google Trust Services LLC,C=US",v3,170074200136485300614847617070429275619,2023-12-13 09:00:00,2029-02-20 14:00:00
kolkataff.in,"CN=GTS Root R4,O=Google Trust Services LLC,C=US","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,170001980149335831901244157168837298715,2023-11-15 03:43:21,2028-01-28 00:00:42
mangabuff.ru,CN=mangabuff.ru,"CN=WE1,O=Google Trust Services,C=US",v3,109900802677497278303370698000551850432,2024-07-24 23:41:56,2024-10-22 23:41:55
mangabuff.ru,"CN=WE1,O=Google Trust Services,C=US","CN=GTS Root R4,O=Google Trust Services LLC,C=US",v3,170074200136485300614847617070429275619,2023-12-13 09:00:00,2029-02-20 14:00:00
mangabuff.ru,"CN=GTS Root R4,O=Google Trust Services LLC,C=US","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,170001980149335831901244157168837298715,2023-11-15 03:43:21,2028-01-28 00:00:42
wildberries.ru,CN=*.wildberries.ru,"CN=GlobalSign GCC R6 AlphaSSL CA 2023,O=GlobalSign nv-sa,C=BE",v3,23595254951716814118184925090,2024-06-18 08:12:14,2025-07-20 08:12:13
wildberries.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R6","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R6",v3,1417766617973444989252670301619537,2014-12-10 00:00:00,2034-12-10 00:00:00
wildberries.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R6","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,155676729040890238189024451768220428940,2019-06-19 00:00:00,2028-01-28 12:00:00
wildberries.ru,"CN=GlobalSign GCC R6 AlphaSSL CA 2023,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R6",v3,168973820516572524429807138621339950720,2023-07-19 03:43:25,2026-07-19 00:00:00
google.co.in,CN=*.google.co.in,"CN=WR2,O=Google Trust Services,C=US",v3,99623928646973390411111457718545621607,2024-07-30 12:53:02,2024-10-22 12:53:01
google.co.in,"CN=WR2,O=Google Trust Services,C=US","CN=GTS Root R1,O=Google Trust Services LLC,C=US",v3,170058220837755766831192027518741805976,2023-12-13 09:00:00,2029-02-20 14:00:00
google.co.in,"CN=GTS Root R1,O=Google Trust Services LLC,C=US","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,159159747900478145820483398898491642637,2020-06-19 00:00:42,2028-01-28 00:00:42
m.tabor.ru,CN=*.tabor.ru,"CN=GlobalSign GCC R3 DV TLS CA 2020,O=GlobalSign nv-sa,C=BE",v3,15215302097697646488982081023,2024-03-16 11:23:18,2025-04-17 11:23:17
m.tabor.ru,"CN=GlobalSign GCC R3 DV TLS CA 2020,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,159159760133684200934995208963191631770,2020-07-28 00:00:00,2029-03-18 00:00:00
m.tabor.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,4835703278459759426209954,2009-03-18 10:00:00,2029-03-18 10:00:00
uidai.gov.in,"CN=*.uidai.gov.in,O=UNIQUE IDENTIFICATION AUTHORITY OF INDIA,L=Bangalore,ST=Karnataka,C=IN","CN=emSign SSL CA - G1,O=eMudhra Technologies Limited,OU=emSign PKI,C=IN",v3,438342447859593751041277022877635365,2024-07-18 11:56:27,2025-08-12 11:56:27
uidai.gov.in,"CN=emSign SSL CA - G1,O=eMudhra Technologies Limited,OU=emSign PKI,C=IN","CN=emSign Root CA - G1,O=eMudhra Technologies Limited,OU=emSign PKI,C=IN",v3,158103984135515362304145,2018-02-18 18:30:00,2033-02-18 18:30:00
uidai.gov.in,"CN=emSign Root CA - G1,O=eMudhra Technologies Limited,OU=emSign PKI,C=IN","CN=emSign Root CA - G1,O=eMudhra Technologies Limited,OU=emSign PKI,C=IN",v3,235931866688319308814040,2018-02-18 18:30:00,2043-02-18 18:30:00
ya.ru,"CN=*.xn--d1acpjx3f.xn--p1ai,O=YANDEX LLC,L=Moscow,ST=Moscow,C=RU","CN=GlobalSign ECC OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",v3,37391386345674715575749168679,2024-07-12 08:02:20,2025-01-09 20:59:59
ya.ru,"CN=GlobalSign ECC OV SSL CA 2018,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign ECC Root CA - R5",v3,153000606118409493719133825244,2018-11-21 00:00:00,2028-11-21 00:00:00
ya.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign ECC Root CA - R5","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,155676728850616253395111244089319555735,2019-06-19 00:00:00,2028-01-28 12:00:00
gismeteo.ru,CN=*.gismeteo.ru,"CN=AlphaSSL CA - SHA256 - G4,O=GlobalSign nv-sa,C=BE",v3,37821326542616167045179729738,2023-09-11 12:59:50,2024-10-12 12:59:49
gismeteo.ru,"CN=AlphaSSL CA - SHA256 - G4,O=GlobalSign nv-sa,C=BE","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,166554658373203964493672915842458540151,2022-10-12 03:49:43,2027-10-12 00:00:00
gismeteo.ru,"CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,4835703278459707669005204,1998-09-01 12:00:00,2028-01-28 12:00:00
shopee.com.br,CN=*.shopee.com.br,"CN=GlobalSign GCC R6 AlphaSSL CA 2023,O=GlobalSign nv-sa,C=BE",v3,25177678501451641014242126544,2024-04-19 02:42:11,2025-05-21 02:42:10
shopee.com.br,"CN=GlobalSign GCC R6 AlphaSSL CA 2023,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R6",v3,168973820516572524429807138621339950720,2023-07-19 03:43:25,2026-07-19 00:00:00
shopee.com.br,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R6","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,155676729040890238189024451768220428940,2019-06-19 00:00:00,2028-01-28 12:00:00
shopee.com.br,"CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,4835703278459707669005204,1998-09-01 12:00:00,2028-01-28 12:00:00
passbook.epfindia.gov.in,"CN=*.epfindia.gov.in,O=EMPLOYEES PROVIDENT FUND ORGANISATION,L=New Delhi,ST=Delhi,C=IN","CN=GeoTrust TLS RSA CA G1,OU=www.digicert.com,O=DigiCert Inc,C=US",v3,9465501515815995653109400428468785333,2024-01-03 00:00:00,2025-01-17 23:59:59
passbook.epfindia.gov.in,"CN=GeoTrust TLS RSA CA G1,OU=www.digicert.com,O=DigiCert Inc,C=US","CN=DigiCert Global Root G2,OU=www.digicert.com,O=DigiCert Inc,C=US",v3,17318747245906231087668175401711030649,2017-11-02 12:23:37,2027-11-02 12:23:37
passbook.epfindia.gov.in,"CN=DigiCert Global Root G2,OU=www.digicert.com,O=DigiCert Inc,C=US","CN=DigiCert Global Root G2,OU=www.digicert.com,O=DigiCert Inc,C=US",v3,4293743540046975378534879503202253541,2013-08-01 12:00:00,2038-01-15 12:00:00
brainly.in,CN=brainly.in,"CN=WE1,O=Google Trust Services,C=US",v3,63952083012739397144852691612542699276,2024-06-12 04:24:00,2024-09-10 04:23:59
brainly.in,"CN=WE1,O=Google Trust Services,C=US","CN=GTS Root R4,O=Google Trust Services LLC,C=US",v3,170074200136485300614847617070429275619,2023-12-13 09:00:00,2029-02-20 14:00:00
brainly.in,"CN=GTS Root R4,O=Google Trust Services LLC,C=US","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,170001980149335831901244157168837298715,2023-11-15 03:43:21,2028-01-28 00:00:42
musicza.co.za,CN=musicza.co.za,"CN=WE1,O=Google Trust Services,C=US",v3,204961591008214803212637082219839561609,2024-06-22 13:29:18,2024-09-20 14:29:16
musicza.co.za,"CN=WE1,O=Google Trust Services,C=US","CN=GTS Root R4,O=Google Trust Services LLC,C=US",v3,170074200136485300614847617070429275619,2023-12-13 09:00:00,2029-02-20 14:00:00
musicza.co.za,"CN=GTS Root R4,O=Google Trust Services LLC,C=US","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,170001980149335831901244157168837298715,2023-11-15 03:43:21,2028-01-28 00:00:42
screener.in,CN=www.screener.in,"CN=ZeroSSL RSA Domain Secure Site CA,O=ZeroSSL,C=AT",v3,108038695398851782588879650309175143759,2024-06-05 00:00:00,2024-09-03 23:59:59
screener.in,"CN=ZeroSSL RSA Domain Secure Site CA,O=ZeroSSL,C=AT","CN=USERTrust RSA Certification Authority,O=The USERTRUST Network,L=Jersey City,ST=New Jersey,C=US",v3,144001454485138227352869355710675080895,2020-01-30 00:00:00,2030-01-29 23:59:59
mercadolivre.com.br,CN=*.mercadolivre.com.br,"CN=Amazon RSA 2048 M02,O=Amazon,C=US",v3,9286416247346593545395077004758504862,2023-12-05 00:00:00,2025-01-03 23:59:59
mercadolivre.com.br,"CN=Amazon RSA 2048 M02,O=Amazon,C=US","CN=Amazon Root CA 1,O=Amazon,C=US",v3,166129353110899469622597955040406457904926625,2022-08-23 22:25:30,2030-08-23 22:25:30
mercadolivre.com.br,"CN=Amazon Root CA 1,O=Amazon,C=US","CN=Starfield Services Root Certificate Authority - G2,O=Starfield Technologies\, Inc.,L=Scottsdale,ST=Arizona,C=US",v3,144918191876577076464031512351042010504348870,2015-05-25 12:00:00,2037-12-31 01:00:00
mercadolivre.com.br,"CN=Starfield Services Root Certificate Authority - G2,O=Starfield Technologies\, Inc.,L=Scottsdale,ST=Arizona,C=US","OU=Starfield Class 2 Certification Authority,O=Starfield Technologies\, Inc.,C=US",v3,12037640545166866303,2009-09-02 00:00:00,2034-06-28 17:39:16
tudogostoso.com.br,"CN=tudogostoso.com.br,O=Cloudflare\, Inc.,L=San Francisco,ST=California,C=US","CN=Cloudflare Inc ECC CA-3,O=Cloudflare\, Inc.,C=US",v3,5726671104966345001121287422749554739,2024-02-14 00:00:00,2024-12-31 23:59:59
tudogostoso.com.br,"CN=Cloudflare Inc ECC CA-3,O=Cloudflare\, Inc.,C=US","CN=Baltimore CyberTrust Root,OU=CyberTrust,O=Baltimore,C=IE",v3,13580602362388610137601344763287833660,2020-01-27 12:48:08,2024-12-31 23:59:59
terra.com.br,"CN=terra.com.br,O=Terra Networks Brasil LTDA,ST=Ṣo Paulo,C=BR","CN=Valid Certificadora RSA OV SSL CA,O=Valid Certificadora Digital LTDA,C=BR",v3,197124599940115220929290017068019639069,2024-05-29 00:00:00,2025-05-29 23:59:59
terra.com.br,"CN=AAA Certificate Services,O=Comodo CA Limited,L=Salford,ST=Greater Manchester,C=GB","CN=AAA Certificate Services,O=Comodo CA Limited,L=Salford,ST=Greater Manchester,C=GB",v3,1,2004-01-01 00:00:00,2028-12-31 23:59:59
terra.com.br,"CN=Valid Certificadora RSA OV SSL CA,O=Valid Certificadora Digital LTDA,C=BR","CN=USERTrust RSA Certification Authority,O=The USERTRUST Network,L=Jersey City,ST=New Jersey,C=US",v3,284244393672895132608218993683939739268,2023-08-02 00:00:00,2033-08-01 23:59:59
unifiedportal-mem.epfindia.gov.in,"CN=*.epfindia.gov.in,O=EMPLOYEES PROVIDENT FUND ORGANISATION,L=New Delhi,ST=Delhi,C=IN","CN=GeoTrust TLS RSA CA G1,OU=www.digicert.com,O=DigiCert Inc,C=US",v3,9465501515815995653109400428468785333,2024-01-03 00:00:00,2025-01-17 23:59:59
unifiedportal-mem.epfindia.gov.in,"CN=GeoTrust TLS RSA CA G1,OU=www.digicert.com,O=DigiCert Inc,C=US","CN=DigiCert Global Root G2,OU=www.digicert.com,O=DigiCert Inc,C=US",v3,17318747245906231087668175401711030649,2017-11-02 12:23:37,2027-11-02 12:23:37
unifiedportal-mem.epfindia.gov.in,"CN=DigiCert Global Root G2,OU=www.digicert.com,O=DigiCert Inc,C=US","CN=DigiCert Global Root G2,OU=www.digicert.com,O=DigiCert Inc,C=US",v3,4293743540046975378534879503202253541,2013-08-01 12:00:00,2038-01-15 12:00:00
nregastrep.nic.in,CN=nregastrep.nic.in,"CN=R3,O=Let's Encrypt,C=US",v3,348019821496189164945619494761784463038997,2024-06-06 13:12:51,2024-09-04 13:12:50
nregastrep.nic.in,"CN=R3,O=Let's Encrypt,C=US","CN=ISRG Root X1,O=Internet Security Research Group,C=US",v3,192961496339968674994309121183282847578,2020-09-04 00:00:00,2025-09-15 16:00:00
m.avito.ru,"CN=*.avito.ru,O=Limited Liability Company KEH eCommerce,L=Moscow,ST=Moscow,C=RU","CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",v3,19247159688430299743068259808,2023-12-28 14:14:20,2025-01-28 14:14:19
m.avito.ru,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,153000603918210013455007253847,2018-11-21 00:00:00,2028-11-21 00:00:00
indiatoday.in,"CN=www.indiatoday.in,O=T.V. TODAY NETWORK LIMITED,L=Noida,ST=Uttar Pradesh,C=IN","CN=GeoTrust ECC CA 2018,OU=www.digicert.com,O=DigiCert Inc,C=US",v3,10061103379858356253598326669301453462,2024-02-09 00:00:00,2025-03-11 23:59:59
indiatoday.in,"CN=GeoTrust ECC CA 2018,OU=www.digicert.com,O=DigiCert Inc,C=US","CN=DigiCert Global Root CA,OU=www.digicert.com,O=DigiCert Inc,C=US",v3,20084456394114493592413865692264783194,2017-11-06 12:24:09,2027-11-06 12:24:09
eportal.incometax.gov.in,"CN=eportal.incometax.gov.in,2.5.4.5=1963-12-30,2.5.4.15=Government Entity,O=Directorate Of Income Tax Systems (Ministry of Finance),1.3.6.1.4.1.311.60.2.1.3=IN,L=Ghaziabad,ST=Uttar Pradesh,C=IN","CN=Entrust Certification Authority - L1M,OU=(c) 2014 Entrust\, Inc. - for authorized use only,OU=See www.entrust.net/legal-terms,O=Entrust\, Inc.,C=US",v3,165870463667010262425972128508657234363,2024-05-03 06:46:09,2025-05-05 06:46:08
eportal.incometax.gov.in,"CN=Entrust Certification Authority - L1M,OU=(c) 2014 Entrust\, Inc. - for authorized use only,OU=See www.entrust.net/legal-terms,O=Entrust\, Inc.,C=US","CN=Entrust Root Certification Authority - G2,OU=(c) 2009 Entrust\, Inc. - for authorized use only,OU=See www.entrust.net/legal-terms,O=Entrust\, Inc.,C=US",v3,30215777750102225331854468774,2014-12-15 15:25:03,2030-10-15 15:55:03
services.gst.gov.in,"CN=services.gst.gov.in,O=GOODS AND SERVICES TAX NETWORK,STREET=4th Floor\, East Wing World Mark-1\, Aerocity,L=New Delhi,ST=Delhi,C=IN,1.3.6.1.4.1.311.60.2.1.3=IN,2.5.4.5=Government Entities,2.5.4.15=Government Entity","CN=GlobalSign Extended Validation CA - SHA256 - G3,O=GlobalSign nv-sa,C=BE",v3,3513567657055435663963654226,2024-04-30 09:11:02,2025-06-01 09:11:01
services.gst.gov.in,"CN=GlobalSign Extended Validation CA - SHA256 - G3,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,1473327796444751899236096917215611,2016-09-21 00:00:00,2026-09-21 00:00:00
services.gst.gov.in,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,4835703278459759426209954,2009-03-18 10:00:00,2029-03-18 10:00:00
auto.drom.ru,"CN=drom.ru,O=OOO Amayama Avto,L=Vladivostok,ST=Primorsky Krai,C=RU","CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",v3,26661605695645781575446147530,2023-12-14 07:42:07,2025-01-14 07:42:06
auto.drom.ru,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,153000603918210013455007253847,2018-11-21 00:00:00,2028-11-21 00:00:00
avito.ru,"CN=*.avito.ru,O=Limited Liability Company KEH eCommerce,L=Moscow,ST=Moscow,C=RU","CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",v3,19247159688430299743068259808,2023-12-28 14:14:20,2025-01-28 14:14:19
avito.ru,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,153000603918210013455007253847,2018-11-21 00:00:00,2028-11-21 00:00:00
dzen.ru,"CN=*.dzen.ru,O=VK LLC,L=Moscow,ST=Moscow,C=RU","CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",v3,22219586377521567723379143397,2024-05-06 17:23:28,2025-06-07 17:23:27
dzen.ru,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,153000603918210013455007253847,2018-11-21 00:00:00,2028-11-21 00:00:00
dzen.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,153000549611226544087872427626,2018-09-19 00:00:00,2028-01-28 12:00:00
m.beboo.ru,CN=*.beboo.ru,"CN=GlobalSign GCC R6 AlphaSSL CA 2023,O=GlobalSign nv-sa,C=BE",v3,34955080296099703277769909721,2024-06-26 12:06:04,2025-07-28 12:06:03
m.beboo.ru,"CN=GlobalSign GCC R6 AlphaSSL CA 2023,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R6",v3,168973820516572524429807138621339950720,2023-07-19 03:43:25,2026-07-19 00:00:00
m.beboo.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R6","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,155676729040890238189024451768220428940,2019-06-19 00:00:00,2028-01-28 12:00:00
letras.mus.br,CN=*.sscdn.co,"CN=E6,O=Let's Encrypt,C=US",v3,370011188931827210462837881170090729352493,2024-07-01 00:48:47,2024-09-29 00:48:46
letras.mus.br,"CN=E6,O=Let's Encrypt,C=US","CN=ISRG Root X1,O=Internet Security Research Group,C=US",v3,234397126118090224789023519560838753080,2024-03-13 00:00:00,2027-03-12 23:59:59
sso.acesso.gov.br,CN=sso.acesso.gov.br,"CN=R3,O=Let's Encrypt,C=US",v3,370602246915580831123089718117792839586334,2024-05-26 14:17:21,2024-08-24 14:17:20
sso.acesso.gov.br,"CN=R3,O=Let's Encrypt,C=US","CN=ISRG Root X1,O=Internet Security Research Group,C=US",v3,192961496339968674994309121183282847578,2020-09-04 00:00:00,2025-09-15 16:00:00
betway.co.za,CN=betway.co.za,"CN=WE1,O=Google Trust Services,C=US",v3,228574352970119072417472287239418916316,2024-07-11 00:35:39,2024-10-09 00:35:38
betway.co.za,"CN=WE1,O=Google Trust Services,C=US","CN=GTS Root R4,O=Google Trust Services LLC,C=US",v3,170074200136485300614847617070429275619,2023-12-13 09:00:00,2029-02-20 14:00:00
betway.co.za,"CN=GTS Root R4,O=Google Trust Services LLC,C=US","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,170001980149335831901244157168837298715,2023-11-15 03:43:21,2028-01-28 00:00:42
results.eci.gov.in,CN=www.eci.gov.in,"CN=R10,O=Let's Encrypt,C=US",v3,306358997610140528830639677045155332305336,2024-06-29 09:35:58,2024-09-27 09:35:57
results.eci.gov.in,"CN=R10,O=Let's Encrypt,C=US","CN=ISRG Root X1,O=Internet Security Research Group,C=US",v3,100566080436859127493189557861323994576,2024-03-13 00:00:00,2027-03-12 23:59:59
login.caixa.gov.br,CN=login.caixa.gov.br,"CN=Valid Certificadora RSA DV SSL CA,O=Valid Certificadora Digital LTDA,C=BR",v3,80423316142906711764152460645760284576,2024-01-10 00:00:00,2025-01-09 23:59:59
login.caixa.gov.br,"CN=Valid Certificadora RSA DV SSL CA,O=Valid Certificadora Digital LTDA,C=BR","CN=USERTrust RSA Certification Authority,O=The USERTRUST Network,L=Jersey City,ST=New Jersey,C=US",v3,17125035689870169203474025650199515193,2023-08-02 00:00:00,2033-08-01 23:59:59
login.caixa.gov.br,"CN=USERTrust RSA Certification Authority,O=The USERTRUST Network,L=Jersey City,ST=New Jersey,C=US","CN=AAA Certificate Services,O=Comodo CA Limited,L=Salford,ST=Greater Manchester,C=GB",v3,76359301477803385872276235234032301461,2019-03-12 00:00:00,2028-12-31 23:59:59
login.caixa.gov.br,"CN=AAA Certificate Services,O=Comodo CA Limited,L=Salford,ST=Greater Manchester,C=GB","CN=AAA Certificate Services,O=Comodo CA Limited,L=Salford,ST=Greater Manchester,C=GB",v3,1,2004-01-01 00:00:00,2028-12-31 23:59:59
google.com.br,CN=*.google.com.br,"CN=WR2,O=Google Trust Services,C=US",v3,282709692220523181751493550609369752782,2024-07-30 12:53:18,2024-10-22 12:53:17
google.com.br,"CN=WR2,O=Google Trust Services,C=US","CN=GTS Root R1,O=Google Trust Services LLC,C=US",v3,170058220837755766831192027518741805976,2023-12-13 09:00:00,2029-02-20 14:00:00
google.com.br,"CN=GTS Root R1,O=Google Trust Services LLC,C=US","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,159159747900478145820483398898491642637,2020-06-19 00:00:42,2028-01-28 00:00:42
mnregaweb4.nic.in,CN=nregastrep.nic.in,"CN=R3,O=Let's Encrypt,C=US",v3,348019821496189164945619494761784463038997,2024-06-06 13:12:51,2024-09-04 13:12:50
mnregaweb4.nic.in,"CN=R3,O=Let's Encrypt,C=US","CN=ISRG Root X1,O=Internet Security Research Group,C=US",v3,192961496339968674994309121183282847578,2020-09-04 00:00:00,2025-09-15 16:00:00
esaj.tjsp.jus.br,CN=*.tjsp.jus.br,"CN=Valid Certificadora RSA DV SSL CA,O=Valid Certificadora Digital LTDA,C=BR",v3,255058210298600181888801265351878650574,2023-09-15 00:00:00,2024-09-14 23:59:59
esaj.tjsp.jus.br,"CN=USERTrust RSA Certification Authority,O=The USERTRUST Network,L=Jersey City,ST=New Jersey,C=US","CN=USERTrust RSA Certification Authority,O=The USERTRUST Network,L=Jersey City,ST=New Jersey,C=US",v3,2645093764781058787591871645665788717,2010-02-01 00:00:00,2038-01-18 23:59:59
esaj.tjsp.jus.br,"CN=Valid Certificadora RSA DV SSL CA,O=Valid Certificadora Digital LTDA,C=BR","CN=USERTrust RSA Certification Authority,O=The USERTRUST Network,L=Jersey City,ST=New Jersey,C=US",v3,17125035689870169203474025650199515193,2023-08-02 00:00:00,2033-08-01 23:59:59
mail.ru,"C=RU,ST=Moscow,L=Moscow,O=VK LLC,CN=mail.ru","CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",v3,31666689940211748894950963949,2023-09-04 14:10:54,2024-10-05 14:10:53
mail.ru,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,153000603918210013455007253847,2018-11-21 00:00:00,2028-11-21 00:00:00
mail.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,153000549611226544087872427626,2018-09-19 00:00:00,2028-01-28 12:00:00
gov.br,"CN=gov.br,O=SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),L=BRASILIA,ST=DISTRITO FEDERAL,C=BR","CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",v3,32322103717917134790480138466,2024-05-15 14:46:13,2025-06-16 14:46:12
gov.br,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,153000603918210013455007253847,2018-11-21 00:00:00,2028-11-21 00:00:00
