domain,subject,issuer,version,serial_number,not_before,not_after
nobroker.in,"CN=Sectigo RSA Domain Validation Secure Server CA,O=Sectigo Limited,L=Salford,ST=Greater Manchester,C=GB","CN=USERTrust RSA Certification Authority,O=The USERTRUST Network,L=Jersey City,ST=New Jersey,C=US",v3,166627644428940058458651716034439089575,2018-11-02 00:00:00,2030-12-31 23:59:59
nobroker.in,"CN=USERTrust RSA Certification Authority,O=The USERTRUST Network,L=Jersey City,ST=New Jersey,C=US","CN=USERTrust RSA Certification Authority,O=The USERTRUST Network,L=Jersey City,ST=New Jersey,C=US",v3,2645093764781058787591871645665788717,2010-02-01 00:00:00,2038-01-18 23:59:59
pmmvy.wcd.gov.in,CN=pmmvy.wcd.gov.in,"CN=Amazon RSA 2048 M02,O=Amazon,C=US",v3,1645304751940121281517553081189486147,2024-07-31 00:00:00,2025-08-30 23:59:59
pmmvy.wcd.gov.in,"CN=Amazon RSA 2048 M02,O=Amazon,C=US","CN=Amazon Root CA 1,O=Amazon,C=US",v3,166129353110899469622597955040406457904926625,2022-08-23 22:25:30,2030-08-23 22:25:30
pmmvy.wcd.gov.in,"CN=Amazon Root CA 1,O=Amazon,C=US","CN=Starfield Services Root Certificate Authority - G2,O=Starfield Technologies\, Inc.,L=Scottsdale,ST=Arizona,C=US",v3,144918191876577076464031512351042010504348870,2015-05-25 12:00:00,2037-12-31 01:00:00
pmmvy.wcd.gov.in,"CN=Starfield Services Root Certificate Authority - G2,O=Starfield Technologies\, Inc.,L=Scottsdale,ST=Arizona,C=US","OU=Starfield Class 2 Certification Authority,O=Starfield Technologies\, Inc.,C=US",v3,12037640545166866303,2009-09-02 00:00:00,2034-06-28 17:39:16
angelone.in,CN=angelone.in,"CN=WE1,O=Google Trust Services,C=US",v3,307438747455076451687773720120560618572,2024-06-12 02:25:41,2024-09-10 02:25:40
angelone.in,"CN=WE1,O=Google Trust Services,C=US","CN=GTS Root R4,O=Google Trust Services LLC,C=US",v3,170074200136485300614847617070429275619,2023-12-13 09:00:00,2029-02-20 14:00:00
angelone.in,"CN=GTS Root R4,O=Google Trust Services LLC,C=US","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,170001980149335831901244157168837298715,2023-11-15 03:43:21,2028-01-28 00:00:42
itau.com.br,"CN=www.itau.com.br,O=Itau Unibanco S.A.,L=Ṣo Paulo,ST=Ṣo Paulo,C=BR,2.5.4.5=60.701.190/0001-04,2.5.4.15=Private Organization,1.3.6.1.4.1.311.60.2.1.3=BR","CN=DigiCert SHA2 Extended Validation Server CA,OU=www.digicert.com,O=DigiCert Inc,C=US",v3,5939929460973018435310059132291584783,2024-02-16 00:00:00,2025-02-15 23:59:59
itau.com.br,"CN=DigiCert SHA2 Extended Validation Server CA,OU=www.digicert.com,O=DigiCert Inc,C=US","CN=DigiCert High Assurance EV Root CA,OU=www.digicert.com,O=DigiCert Inc,C=US",v3,16582437038678467094619379592629788035,2013-10-22 12:00:00,2028-10-22 12:00:00
enem.inep.gov.br,"CN=enem.inep.gov.br,O=INSTITUTO NAC DE ESTUDOS E PESQ EDUCACIONAIS ANISIO TEIXEIRA,L=BRASILIA,ST=DISTRITO FEDERAL,C=BR","CN=RNP ICPEdu OV SSL CA 2019,O=Rede Nacional de Ensino e Pesquisa - RNP,C=BR",v3,967301465919950490836898986,2024-07-29 12:46:17,2025-08-30 12:46:16
americanas.com.br,CN=*.americanas.com.br,"CN=Site Blindado RSA Domain Validation Secure Server CA 3,O=Site Blindado S.A.,C=BR",v3,27803779563672356159261176516665538589,2024-01-11 00:00:00,2025-02-10 23:59:59
americanas.com.br,"CN=Site Blindado RSA Domain Validation Secure Server CA 3,O=Site Blindado S.A.,C=BR","CN=USERTrust RSA Certification Authority,O=The USERTRUST Network,L=Jersey City,ST=New Jersey,C=US",v3,21507287499009640612621990682443565820,2023-08-02 00:00:00,2033-08-01 23:59:59
americanas.com.br,"CN=USERTrust RSA Certification Authority,O=The USERTRUST Network,L=Jersey City,ST=New Jersey,C=US","CN=AAA Certificate Services,O=Comodo CA Limited,L=Salford,ST=Greater Manchester,C=GB",v3,76359301477803385872276235234032301461,2019-03-12 00:00:00,2028-12-31 23:59:59
americanas.com.br,"CN=AAA Certificate Services,O=Comodo CA Limited,L=Salford,ST=Greater Manchester,C=GB","CN=AAA Certificate Services,O=Comodo CA Limited,L=Salford,ST=Greater Manchester,C=GB",v3,1,2004-01-01 00:00:00,2028-12-31 23:59:59
consultant.ru,CN=*.consultant.ru,"CN=GlobalSign GCC R3 DV TLS CA 2020,O=GlobalSign nv-sa,C=BE",v3,25029256115111190674357883945,2023-12-05 11:47:13,2025-01-05 11:47:12
consultant.ru,"CN=GlobalSign GCC R3 DV TLS CA 2020,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,159159760133684200934995208963191631770,2020-07-28 00:00:00,2029-03-18 00:00:00
consultant.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,4835703278459759426209954,2009-03-18 10:00:00,2029-03-18 10:00:00
clouda.filesdl.in,CN=filesdl.in,"CN=WE1,O=Google Trust Services,C=US",v3,9831011910542772503961894681310260092,2024-07-10 04:58:02,2024-10-08 04:58:01
clouda.filesdl.in,"CN=WE1,O=Google Trust Services,C=US","CN=GTS Root R4,O=Google Trust Services LLC,C=US",v3,170074200136485300614847617070429275619,2023-12-13 09:00:00,2029-02-20 14:00:00
clouda.filesdl.in,"CN=GTS Root R4,O=Google Trust Services LLC,C=US","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,170001980149335831901244157168837298715,2023-11-15 03:43:21,2028-01-28 00:00:42
drntruhs.in,CN=drntruhs.in,"CN=WE1,O=Google Trust Services,C=US",v3,14947576877232702564479595968750994067,2024-07-08 14:18:22,2024-10-06 14:18:21
drntruhs.in,"CN=WE1,O=Google Trust Services,C=US","CN=GTS Root R4,O=Google Trust Services LLC,C=US",v3,170074200136485300614847617070429275619,2023-12-13 09:00:00,2029-02-20 14:00:00
drntruhs.in,"CN=GTS Root R4,O=Google Trust Services LLC,C=US","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,170001980149335831901244157168837298715,2023-11-15 03:43:21,2028-01-28 00:00:42
clickpetroleoegas.com.br,CN=clickpetroleoegas.com.br,"CN=WE1,O=Google Trust Services,C=US",v3,260834824986002467948221527791442630596,2024-06-23 00:06:50,2024-09-21 00:06:49
clickpetroleoegas.com.br,"CN=WE1,O=Google Trust Services,C=US","CN=GTS Root R4,O=Google Trust Services LLC,C=US",v3,170074200136485300614847617070429275619,2023-12-13 09:00:00,2029-02-20 14:00:00
clickpetroleoegas.com.br,"CN=GTS Root R4,O=Google Trust Services LLC,C=US","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,170001980149335831901244157168837298715,2023-11-15 03:43:21,2028-01-28 00:00:42
seller.wildberries.ru,CN=*.wildberries.ru,"CN=GlobalSign GCC R6 AlphaSSL CA 2023,O=GlobalSign nv-sa,C=BE",v3,23595254951716814118184925090,2024-06-18 08:12:14,2025-07-20 08:12:13
seller.wildberries.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R6","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R6",v3,1417766617973444989252670301619537,2014-12-10 00:00:00,2034-12-10 00:00:00
seller.wildberries.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R6","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,155676729040890238189024451768220428940,2019-06-19 00:00:00,2028-01-28 12:00:00
seller.wildberries.ru,"CN=GlobalSign GCC R6 AlphaSSL CA 2023,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R6",v3,168973820516572524429807138621339950720,2023-07-19 03:43:25,2026-07-19 00:00:00
solucoes.receita.fazenda.gov.br,CN=solucoes.receita.fazenda.gov.br,"CN=R3,O=Let's Encrypt,C=US",v3,268134118800159675862629146693645448495029,2024-05-13 17:44:43,2024-08-11 17:44:42
solucoes.receita.fazenda.gov.br,"CN=R3,O=Let's Encrypt,C=US","CN=ISRG Root X1,O=Internet Security Research Group,C=US",v3,192961496339968674994309121183282847578,2020-09-04 00:00:00,2025-09-15 16:00:00
madeiramadeira.com.br,CN=*.madeiramadeira.com.br,"CN=Amazon RSA 2048 M03,O=Amazon,C=US",v3,14284209078291170979212070057318018273,2024-05-11 00:00:00,2025-06-09 23:59:59
madeiramadeira.com.br,"CN=Amazon RSA 2048 M03,O=Amazon,C=US","CN=Amazon Root CA 1,O=Amazon,C=US",v3,166129356476704345391986644047206454194698629,2022-08-23 22:26:04,2030-08-23 22:26:04
madeiramadeira.com.br,"CN=Amazon Root CA 1,O=Amazon,C=US","CN=Starfield Services Root Certificate Authority - G2,O=Starfield Technologies\, Inc.,L=Scottsdale,ST=Arizona,C=US",v3,144918191876577076464031512351042010504348870,2015-05-25 12:00:00,2037-12-31 01:00:00
madeiramadeira.com.br,"CN=Starfield Services Root Certificate Authority - G2,O=Starfield Technologies\, Inc.,L=Scottsdale,ST=Arizona,C=US","OU=Starfield Class 2 Certification Authority,O=Starfield Technologies\, Inc.,C=US",v3,12037640545166866303,2009-09-02 00:00:00,2034-06-28 17:39:16
zr.ru,"CN=*.zr.ru,O=Za Rulem LLC,L=Moscow,ST=Moscow,C=RU","CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",v3,9469949010069873731101360514,2023-11-24 07:45:19,2024-12-25 07:45:18
zr.ru,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,153000603918210013455007253847,2018-11-21 00:00:00,2028-11-21 00:00:00
zr.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,153000549611226544087872427626,2018-09-19 00:00:00,2028-01-28 12:00:00
channel.skyrummy.in,CN=channel.skyrummy.in,"CN=R11,O=Let's Encrypt,C=US",v3,311516192580707604481791598669424758832059,2024-07-15 09:32:08,2024-10-13 09:32:07
channel.skyrummy.in,"CN=R11,O=Let's Encrypt,C=US","CN=ISRG Root X1,O=Internet Security Research Group,C=US",v3,184083759606652600789093070426744763640,2024-03-13 00:00:00,2027-03-12 23:59:59
vuzopedia.ru,CN=vuzopedia.ru,"CN=R3,O=Let's Encrypt,C=US",v3,280142102262549991880668234823889799387087,2024-06-05 22:32:21,2024-09-03 22:32:20
vuzopedia.ru,"CN=R3,O=Let's Encrypt,C=US","CN=ISRG Root X1,O=Internet Security Research Group,C=US",v3,192961496339968674994309121183282847578,2020-09-04 00:00:00,2025-09-15 16:00:00
unionbankonline.co.in,"CN=unionbankonline.co.in,O=Union Bank of India,L=Mumbai,ST=Maharashtra,C=IN,2.5.4.5=government entity,2.5.4.15=Government Entity,1.3.6.1.4.1.311.60.2.1.3=IN","CN=DigiCert EV RSA CA G2,O=DigiCert Inc,C=US",v3,1545407065867492520016507267906293406,2024-02-23 00:00:00,2025-02-07 23:59:59
unionbankonline.co.in,"CN=DigiCert EV RSA CA G2,O=DigiCert Inc,C=US","CN=DigiCert Global Root G2,OU=www.digicert.com,O=DigiCert Inc,C=US",v3,1866937486991856652524426453686399520,2020-07-02 12:42:50,2030-07-02 12:42:50
lance.com.br,CN=lance.com.br,"CN=E6,O=Let's Encrypt,C=US",v3,363037679870214320113439729782533393185970,2024-06-24 23:17:09,2024-09-22 23:17:08
lance.com.br,"CN=E6,O=Let's Encrypt,C=US","CN=ISRG Root X1,O=Internet Security Research Group,C=US",v3,234397126118090224789023519560838753080,2024-03-13 00:00:00,2027-03-12 23:59:59
lance.com.br,"CN=ISRG Root X1,O=Internet Security Research Group,C=US","CN=DST Root CA X3,O=Digital Signature Trust Co.",v3,85078200265644417569109389142156118711,2021-01-20 19:14:03,2024-09-30 18:14:03
m.lenta.ru,CN=*.lenta.ru,"CN=GlobalSign GCC R3 DV TLS CA 2020,O=GlobalSign nv-sa,C=BE",v3,3449176270191873575640546311,2024-01-18 08:27:56,2025-02-18 08:27:55
m.lenta.ru,"CN=GlobalSign GCC R3 DV TLS CA 2020,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,159159760133684200934995208963191631770,2020-07-28 00:00:00,2029-03-18 00:00:00
m.lenta.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,4835703278459759426209954,2009-03-18 10:00:00,2029-03-18 10:00:00
cets.apsche.ap.gov.in,"CN=cets.apsche.ap.gov.in,O=Andhra Pradesh State Council of Higher Education,L=Guntur,ST=Andhra Pradesh,C=IN,1.3.6.1.4.1.311.60.2.1.2=Andhra Pradesh,1.3.6.1.4.1.311.60.2.1.3=IN,2.5.4.5=Government Entities,2.5.4.15=Government Entity","CN=GlobalSign Extended Validation CA - SHA256 - G3,O=GlobalSign nv-sa,C=BE",v3,29075296679746104995514911185,2023-11-20 10:06:03,2024-12-21 10:06:02
cets.apsche.ap.gov.in,"CN=GlobalSign Extended Validation CA - SHA256 - G3,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,1473327796444751899236096917215611,2016-09-21 00:00:00,2026-09-21 00:00:00
m.dzen.ru,"CN=*.dzen.ru,O=VK LLC,L=Moscow,ST=Moscow,C=RU","CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",v3,22219586377521567723379143397,2024-05-06 17:23:28,2025-06-07 17:23:27
m.dzen.ru,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,153000603918210013455007253847,2018-11-21 00:00:00,2028-11-21 00:00:00
m.dzen.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,153000549611226544087872427626,2018-09-19 00:00:00,2028-01-28 12:00:00
careerpower.in,CN=*.careerpower.in,"CN=Amazon RSA 2048 M03,O=Amazon,C=US",v3,8298114267642540882683076002869966847,2024-06-29 00:00:00,2025-07-27 23:59:59
careerpower.in,"CN=Amazon RSA 2048 M03,O=Amazon,C=US","CN=Amazon Root CA 1,O=Amazon,C=US",v3,166129356476704345391986644047206454194698629,2022-08-23 22:26:04,2030-08-23 22:26:04
careerpower.in,"CN=Amazon Root CA 1,O=Amazon,C=US","CN=Starfield Services Root Certificate Authority - G2,O=Starfield Technologies\, Inc.,L=Scottsdale,ST=Arizona,C=US",v3,144918191876577076464031512351042010504348870,2015-05-25 12:00:00,2037-12-31 01:00:00
careerpower.in,"CN=Starfield Services Root Certificate Authority - G2,O=Starfield Technologies\, Inc.,L=Scottsdale,ST=Arizona,C=US","OU=Starfield Class 2 Certification Authority,O=Starfield Technologies\, Inc.,C=US",v3,12037640545166866303,2009-09-02 00:00:00,2034-06-28 17:39:16
kino-teatr.ru,CN=www.kino-teatr.ru,"CN=GlobalSign GCC R3 DV TLS CA 2020,O=GlobalSign nv-sa,C=BE",v3,14941591044443185287913222528,2024-03-01 05:19:35,2025-04-02 05:19:34
kino-teatr.ru,"CN=GlobalSign GCC R3 DV TLS CA 2020,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,159159760133684200934995208963191631770,2020-07-28 00:00:00,2029-03-18 00:00:00
kino-teatr.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,4835703278459759426209954,2009-03-18 10:00:00,2029-03-18 10:00:00
forum.matrp.ru,CN=forum.matrp.ru,"CN=R10,O=Let's Encrypt,C=US",v3,293533438012376662922786474522510319115864,2024-06-30 16:04:57,2024-09-28 16:04:56
forum.matrp.ru,"CN=R10,O=Let's Encrypt,C=US","CN=ISRG Root X1,O=Internet Security Research Group,C=US",v3,100566080436859127493189557861323994576,2024-03-13 00:00:00,2027-03-12 23:59:59
scholarships.gov.in,CN=scholarships.gov.in,"CN=R3,O=Let's Encrypt,C=US",v3,434361429472024752611604758033858432186040,2024-05-20 04:28:04,2024-08-18 04:28:03
scholarships.gov.in,"CN=R3,O=Let's Encrypt,C=US","CN=ISRG Root X1,O=Internet Security Research Group,C=US",v3,192961496339968674994309121183282847578,2020-09-04 00:00:00,2025-09-15 16:00:00
ibpj.sicredi.com.br,"CN=www.sicredi.com.br,O=Confederacao das Cooperativas do Sicredi - Confederacao Sicredi,L=Porto Alegre,ST=Rio Grande do Sul,C=BR","CN=DigiCert TLS RSA SHA256 2020 CA1,O=DigiCert Inc,C=US",v3,18714352998701696953735027593512319270,2024-02-29 00:00:00,2025-02-28 23:59:59
ibpj.sicredi.com.br,"CN=DigiCert TLS RSA SHA256 2020 CA1,O=DigiCert Inc,C=US","CN=DigiCert Global Root CA,OU=www.digicert.com,O=DigiCert Inc,C=US",v3,9101305761976670746388865003982847684,2021-04-14 00:00:00,2031-04-13 23:59:59
portal6.com.br,CN=portal6.com.br,"CN=WE1,O=Google Trust Services,C=US",v3,9367580260738460417464191567433768288,2024-08-01 00:51:09,2024-10-30 00:51:08
portal6.com.br,"CN=WE1,O=Google Trust Services,C=US","CN=GTS Root R4,O=Google Trust Services LLC,C=US",v3,170074200136485300614847617070429275619,2023-12-13 09:00:00,2029-02-20 14:00:00
portal6.com.br,"CN=GTS Root R4,O=Google Trust Services LLC,C=US","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,170001980149335831901244157168837298715,2023-11-15 03:43:21,2028-01-28 00:00:42
otvet.mail.ru,"C=RU,ST=Moscow,L=Moscow,O=VK LLC,CN=*.otvet.mail.ru","CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",v3,14528107638642369224249077331,2023-09-04 09:05:28,2024-10-05 09:05:27
otvet.mail.ru,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,153000603918210013455007253847,2018-11-21 00:00:00,2028-11-21 00:00:00
otvet.mail.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,153000549611226544087872427626,2018-09-19 00:00:00,2028-01-28 12:00:00
neet.ntaonline.in,CN=*.ntaonline.in,"CN=ZeroSSL RSA Domain Secure Site CA,O=ZeroSSL,C=AT",v3,192546828450548112511167623587102253407,2024-06-07 00:00:00,2024-09-05 23:59:59
neet.ntaonline.in,"CN=ZeroSSL RSA Domain Secure Site CA,O=ZeroSSL,C=AT","CN=USERTrust RSA Certification Authority,O=The USERTRUST Network,L=Jersey City,ST=New Jersey,C=US",v3,144001454485138227352869355710675080895,2020-01-30 00:00:00,2030-01-29 23:59:59
t.rasp.yandex.ru,"CN=rasp.yandex.ru,O=YANDEX LLC,L=Moscow,ST=Moscow,C=RU","CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE",v3,12894902973332061617620370194,2024-06-11 21:13:35,2024-12-10 20:59:59
t.rasp.yandex.ru,"CN=GlobalSign RSA OV SSL CA 2018,O=GlobalSign nv-sa,C=BE","CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3",v3,153000603918210013455007253847,2018-11-21 00:00:00,2028-11-21 00:00:00
t.rasp.yandex.ru,"CN=GlobalSign,O=GlobalSign,OU=GlobalSign Root CA - R3","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,153000549611226544087872427626,2018-09-19 00:00:00,2028-01-28 12:00:00
irecommend.ru,CN=irecommend.ru,"CN=R11,O=Let's Encrypt,C=US",v3,404538470217864840894928176682617748012966,2024-06-21 12:17:45,2024-09-19 12:17:44
irecommend.ru,"CN=R11,O=Let's Encrypt,C=US","CN=ISRG Root X1,O=Internet Security Research Group,C=US",v3,184083759606652600789093070426744763640,2024-03-13 00:00:00,2027-03-12 23:59:59
bmcnews.com.br,CN=bmcnews.com.br,"CN=WE1,O=Google Trust Services,C=US",v3,73957584206033845595889394729954623753,2024-06-20 11:06:59,2024-09-18 11:06:58
bmcnews.com.br,"CN=WE1,O=Google Trust Services,C=US","CN=GTS Root R4,O=Google Trust Services LLC,C=US",v3,170074200136485300614847617070429275619,2023-12-13 09:00:00,2029-02-20 14:00:00
bmcnews.com.br,"CN=GTS Root R4,O=Google Trust Services LLC,C=US","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,170001980149335831901244157168837298715,2023-11-15 03:43:21,2028-01-28 00:00:42
jalshamoviez.cs.in,CN=jalshamoviez.cs.in,"CN=WE1,O=Google Trust Services,C=US",v3,266275662666742899633798660585075858017,2024-07-27 14:04:19,2024-10-25 14:04:18
jalshamoviez.cs.in,"CN=WE1,O=Google Trust Services,C=US","CN=GTS Root R4,O=Google Trust Services LLC,C=US",v3,170074200136485300614847617070429275619,2023-12-13 09:00:00,2029-02-20 14:00:00
jalshamoviez.cs.in,"CN=GTS Root R4,O=Google Trust Services LLC,C=US","CN=GlobalSign Root CA,OU=Root CA,O=GlobalSign nv-sa,C=BE",v3,170001980149335831901244157168837298715,2023-11-15 03:43:21,2028-01-28 00:00:42
mojapp.in,CN=*.mojapp.in,"CN=Go Daddy Secure Certificate Authority - G2,OU=http://certs.godaddy.com/repository/,O=GoDaddy.com\, Inc.,L=Scottsdale,ST=Arizona,C=US",v3,7296596302482599564,2024-07-08 07:17:06,2025-08-09 07:17:06
mojapp.in,"CN=Go Daddy Secure Certificate Authority - G2,OU=http://certs.godaddy.com/repository/,O=GoDaddy.com\, Inc.,L=Scottsdale,ST=Arizona,C=US","CN=Go Daddy Root Certificate Authority - G2,O=GoDaddy.com\, Inc.,L=Scottsdale,ST=Arizona,C=US",v3,7,2011-05-03 07:00:00,2031-05-03 07:00:00
mojapp.in,"CN=Go Daddy Root Certificate Authority - G2,O=GoDaddy.com\, Inc.,L=Scottsdale,ST=Arizona,C=US","OU=Go Daddy Class 2 Certification Authority,O=The Go Daddy Group\, Inc.,C=US",v3,1828629,2014-01-01 07:00:00,2031-05-30 07:00:00
mojapp.in,"OU=Go Daddy Class 2 Certification Authority,O=The Go Daddy Group\, Inc.,C=US","OU=Go Daddy Class 2 Certification Authority,O=The Go Daddy Group\, Inc.,C=US",v3,0,2004-06-29 17:06:20,2034-06-29 17:06:20
apply.tnpscexams.in,CN=*.tnpscexams.in,"CN=Amazon RSA 2048 M03,O=Amazon,C=US",v3,1618946162165711521291085577756479593,2023-11-28 00:00:00,2024-12-26 23:59:59
apply.tnpscexams.in,"CN=Amazon RSA 2048 M03,O=Amazon,C=US","CN=Amazon Root CA 1,O=Amazon,C=US",v3,166129356476704345391986644047206454194698629,2022-08-23 22:26:04,2030-08-23 22:26:04
apply.tnpscexams.in,"CN=Amazon Root CA 1,O=Amazon,C=US","CN=Starfield Services Root Certificate Authority - G2,O=Starfield Technologies\, Inc.,L=Scottsdale,ST=Arizona,C=US",v3,144918191876577076464031512351042010504348870,2015-05-25 12:00:00,2037-12-31 01:00:00
apply.tnpscexams.in,"CN=Starfield Services Root Certificate Authority - G2,O=Starfield Technologies\, Inc.,L=Scottsdale,ST=Arizona,C=US","OU=Starfield Class 2 Certification Authority,O=Starfield Technologies\, Inc.,C=US",v3,12037640545166866303,2009-09-02 00:00:00,2034-06-28 17:39:16
majhinaukri.in,CN=majhinaukri.in,"CN=Starfield Secure Certificate Authority - G2,OU=http://certs.starfieldtech.com/repository/,O=Starfield Technologies\, Inc.,L=Scottsdale,ST=Arizona,C=US",v3,3603573871938049379,2024-07-19 09:32:50,2025-07-19 09:32:50
majhinaukri.in,"CN=Starfield Secure Certificate Authority - G2,OU=http://certs.starfieldtech.com/repository/,O=Starfield Technologies\, Inc.,L=Scottsdale,ST=Arizona,C=US","CN=Starfield Root Certificate Authority - G2,O=Starfield Technologies\, Inc.,L=Scottsdale,ST=Arizona,C=US",v3,7,2011-05-03 07:00:00,2031-05-03 07:00:00
